type produit;numero AMM;nom produit;type culture libelle;dose min par apport;dose min par apport unite;dose max par apport;dose max par apport unite;stade cultural min (BBCH);stade cultural max (BBCH);etat usage;saison application min;saison application max;saison application min commentaire;saison application max commentaire; date decision;culture commentaire;
MFSC;1150019;PREMIER TECH-GHA180;Arboriculture fruitière et vigne;6.0;L/ha;12.0;L/ha;;;Autorisé;A la plantation;A la plantation;;;10/03/2016;Petits fruits :  Mûre framboise et fraise Au semis ou à la transplantation ;
MFSC;1150019;PREMIER TECH-GHA180;Cultures légumières;6.0;L/ha;12.0;L/ha;;;Autorisé;A la plantation;A la plantation;;;10/03/2016;Légumineuses : Haricots, gourgane, féverole, pois chiche, etc. A la plantation ou immédiatement après la plantation, mais avant l'émergence ;
MFSC;1160069;FIBA-ZORB PLUS;Cultures ornementales;200.0;mL/m3;200.0;mL/m3;;;Autorisé;;;Lors de la production du substrat;Lors de la production du substrat;07/12/2016;Supports de culture à base de tourbe Cultures hors sol Plantes ornementales uniquement Dilution dans l'eau avant utilisation: 5 à 10 %;
MFSC;1170689;SUPPORTER;Grandes cultures;30.0;mL/unité;30.0;mL/unité;;;Autorisé;;;;;28/12/2017;Maïs Traitement de semences Dose : 30 mL/unité de semences (sur la base d'une unité de semences égale à 80 000 graines) Ne pas apporter plus de 30 mL du produit SUPPORTER /ha ;
MFSC;6150003;HYDROCHAR WB1;Arbres et arbustes d'ornement;;;1.5;;;;Autorisé;A la plantation;;;;11/09/2015;En apport au sol : plantation d'arbres ou transplantation de végétaux.  Mode d'apport : incorporation en mélange homogène dans la terre de remplissage du trou de plantation Application : 1 seule fois à la plantation Dose : 1.5 % m/m soit 15 kg/m3 de terre;
MFSC;6150003;HYDROCHAR WB1;Autres;1.0;;4.5;;;;Autorisé;A l'installation de la culture;;;;11/09/2015;En apport localisé au sol : semi repiquage - espèces fruitières, légumières, florales, ornementales en pépinières.  Mode d'apport : en localisé dans le rang de plantation (Par ex : largeur 10 cm à incorporer sur 10 cm de profondeur) Application : 1 fois au semis/repiquage. Jusqu'à 3 repiquages par an. Dose 4,5 % m/m soit 450 g/mètre linéaire;
MFSC;6150003;HYDROCHAR WB1;Gazons de graminées, jardins d'amateurs;50.0;g/m²;2750.0;g/m²;;;Autorisé;Au semis;;;;11/09/2015;En apport au sol : semi de gazons.  Mode d'apport : en plein, mélanger aux 5 premiers centimètres du sol Application avant semis, 1 fois tous les 10 ans Dose 5.5% m/m;
MFSC;6150003;HYDROCHAR WB1;Traitements généraux;6.25;g/L de substrat;27.5;g/L de substrat;;;Autorisé;A l'installation de la culture;;;;11/09/2015;En mélange à un support de culture : semis repiquage, plantation toute culture. Mode d'apport : incorporation en mélange homogène dans le substrat.  Application : 1 fois au semis/repiquage. Jusqu'à 3 repiquages par an;
MFSC;6150003;HYDROCHAR WB1;Traitements généraux;8.8;t/ha;8.8;t/ha;;;Autorisé;A l'installation de la culture;;;;11/09/2015;En mélange à un amendement organique : préparation du sol, toute culture.  Mode d'apport : Apport de l'amendement en surface ou en incorporation dans le sol lors de la préparation des sols 1 seul apport tous les 2 ans Dose annuelle : 8.8 t/ha;
MFSC;6150003;HYDROCHAR WB1;Traitements généraux;4.4;t/ha;4.4;t/ha;;;Autorisé;;;;;11/09/2015;En mélange à un amendement organique : entretien du sol, toute culture.  Mode d'apport : Apport de l'amendement en surface ou en incorporation dans le sol. 2 apports par an tous les an. Apport d'entretien (printemps et/ou automne). Délai minimal entre 2 apports annuels : 4 mois Dose annuelle : 4.4 t/ha;
MFSC;1150017;SORBISTART;Grandes cultures;50.0;kg/ha;100.0;kg/ha;;;Autorisé;;;;;01/02/2016;Maïs : Pré-semis. Nombre de germes par hectare : 5E10 - 1E11;
MFSC;1150017;SORBISTART;Autres;50.0;kg/ha;100.0;kg/ha;;;Autorisé;;;;;01/02/2016;Légumineuses (soja) : Pré-semis Nombre de germes par hectare : 5E10 - 1E11;
MFSC;1150017;SORBISTART;Grandes cultures;50.0;kg/ha;100.0;kg/ha;;;Autorisé;;;;;01/02/2016;Pomme de terre avant plantation Nombre de germes par hectare : 5E10 - 1E11;
MFSC;9710013;FERTIL'S;Grandes cultures;11.0;kg/ha;40.0;kg/ha;;;Autorisé;;;Avant mise en culture;;;Légumineuses;
MFSC;9710013;FERTIL'S;Grandes cultures;15.0;kg/ha;30.0;kg/ha;;;Autorisé;;;Avant mise en culture;;;Céréales à paille;
MFSC;1020002;INOCULUM LUPIN NPPL TOURBE;Grandes cultures;;;4.0;g/kg semences;;;Autorisé;;;;;;Lupin - (minimum 10^9 germes par gramme de produit brut);
MFSC;1020022;INOCULUM LUZERNE NPPL TOURBE;Grandes cultures;;;8.0;g/kg semences;;;Autorisé;;;;;;Luzerne (En enrobage de semences);
MFSC;8910135;INOCULUM SOJA NPPL TOURBE;Grandes cultures;;;400.0;g/ha;;;Autorisé;;;;;;Soja (Enrobage de semences);
MFSC;1110012;KICK;Gazon de graminées;1.6;L/ha;2.8;L/ha;;;Autorisé;Mai;Octobre;;;;Traitement en plein - (apport maximal : 6 L/ha et par an);
MFSC;1110012;KICK;Gazon de graminées;1.6;L/ha;2.8;L/ha;;;Autorisé;Mai;Octobre;;;;Traitement localisé  - (apport maximal : 6 L/ha et par an);
MFSC;1110012;KICK;Gazon de graminées;0.5;L/ha;1.0;L/ha;;;Autorisé;Mai;Octobre;;;;Traitement anti-rosée  - (apport maximal : 6 L/ha et par an);
MFSC;1110012;KICK;Cultures florales;0.1;L/m3 de substrat;0.25;L/m3 de substrat;;;Autorisé;;;;;;Plantes en pots et supports de culture (par opération de rempotage);
MFSC;1110010;BOGRINE;Gazons de graminées, jardins d'amateurs;10.0;kg/ha;10.0;kg/ha;;;Autorisé;;;Sortie d'hiver ou reprise de la végétation;;;Gazon;
MFSC;1150006;CENDRES DE BAGASSE ALBIOMA BOIS ROUGE;Cultures tropicales;26.0;t/ha;26.0;t/ha;;;Autorisé;;;Préparation des sols précédant la plantation;;;Canne à sucre;
MFSC;1150004;CENDRES DE BAGASSE ALBIOMA LE GOL;Cultures tropicales;50.0;t/ha;50.0;t/ha;;;Autorisé;;;Préparation des sols précédant la plantation;;;Canne à sucre;
MFSC;1150005;CENDRES DE BAGASSE ALBIOMA LE MOULE;Cultures tropicales;14.0;t/ha;14.0;t/ha;;;Autorisé;;;Préparation des sols précédant la plantation;;;Canne à sucre;
MFSC;1150005;CENDRES DE BAGASSE ALBIOMA LE MOULE;Autres;19.0;t/ha;19.0;t/ha;;;Autorisé;;;Préparation des sols précédant la plantation;;;Tubercules;
MFSC;1150005;CENDRES DE BAGASSE ALBIOMA LE MOULE;Cultures tropicales;19.0;t/ha;19.0;t/ha;;;Autorisé;;;Préparation des sols précédant la plantation ;;;Uniquement banane ;
MFSC;1110009;MIX GREEN PLUS;Gazons de graminées, jardins d'amateurs;;;400.0;kg/ha;;;Autorisé;;;Toutes les 4 à 6 semaines;;07/10/2016;Greens et tees de terrains de golf;
MFSC;1010001;ORGAMUS;Traitements généraux;2.0;t/ha;2.0;t/ha;;;Autorisé;;;Avant le semis ou la plantation. Raisonner les apports en fonction du type de sol et des besoins de la culture.;;;Toutes cultures. Apport/an.;
MFSC;9810014;PHYLEAS GLUTACETINE;Grandes cultures;3.5;kg/ha;3.5;kg/ha;;;Autorisé;;;* Stade d'application BBCH 59 (épiaison) à BBCH 73  ;;;Sur blé tendre ou blé dur.Apport/an.;
MFSC;1000012;SECOFIT;Grandes cultures;20.0;kg/ha;50.0;kg/ha;;;Autorisé;Printemps;;Au début tallage jusqu'au stade 2 nœuds et au printemps en pré-semis à fin tallage. ;;;Autorisé sur céréales à paille. Apport/an.;
MFSC;1000012;SECOFIT;Grandes cultures;50.0;kg/ha;75.0;kg/ha;;;Autorisé;Hiver;Printemps;peu avant la reprise de végétation (fin hiver) jusqu'au stade boutons accolés (printemps);;;Autorisé sur colza. Apport par an.;
MFSC;1000012;SECOFIT;Grandes cultures;30.0;kg/ha;60.0;kg/ha;;;Autorisé;;;en pré-semis jusqu'au stade 8-10 feuilles;;;Autorisé sur Maïs, apport par an.;
MFSC;1080010;SOL-ACTIF;Cultures légumières;6.0;g/kg sol;12.0;g/kg sol;;;Autorisé;Au semis;Au rempotage dans le substrat;;;;Autorisé sur légumes en godets. Apport /an.;
MFSC;1020004;SOLRIZE;Autres;10.0;kg d'inoculum/ha;10000.0;kg d'inoculum/ha;;;Autorisé;;;multiplication, rempotage;;17/12/2010;Toutes cultures sauf noisetiers, châtaigniers, myrtilles, Pinacées, Fagacées, tilleuls, bouleaux, charmes, Cistacées, Crucifères, Chénopodiacées, Polygonacées, Caryophyllacées, Ericacées, et orchidées.  Hors sol.;
MFSC;1020004;SOLRIZE;Autres;200.0;kg d'inoculum/ha;3500.0;kg d'inoculum/ha;;;Autorisé;;;Semis, aération;;17/12/2010;Toutes cultures sauf noisetiers, châtaigniers, myrtilles, Pinacées, Fagacées, tilleuls, bouleaux, charmes, Cistacées, Crucifères, Chénopodiacées, Polygonacées, Caryophyllacées, Ericacées, et orchidées.  Semis pleine terre.;
MFSC;1020004;SOLRIZE;Autres;80.0;kg d'inoculum/ha;200.0;kg d'inoculum/ha;;;Autorisé;A la plantation;;;;17/12/2010;Toutes cultures sauf noisetiers, châtaigniers, myrtilles, Pinacées, Fagacées, tilleuls, bouleaux, charmes, Cistacées, Crucifères, Chénopodiacées, Polygonacées, Caryophyllacées, Ericacées, et orchidées.  Plantation pleine terre.;
MFSC;6130001;SPORTGREEN HELPSTAR;Cultures maraîchères;25.0;L/ha;25.0;L/ha;;;Autorisé;Au semis;A la plantation;Repiquage, transplantation;;;Fraises, applications par an.;
MFSC;6130001;SPORTGREEN HELPSTAR;Cultures légumières;25.0;L/ha;25.0;L/ha;;;Autorisé;Au semis;A la plantation;Repiquage, transplantation.;;;Concombre, asperges applications/an.;
MFSC;6130001;SPORTGREEN HELPSTAR;Autres;50.0;L/ha;50.0;L/ha;;;Autorisé;Au semis;A la plantation;Repiquage, transplantation;;;Autres cultures, applications par an.;
MFSC;1211003;VITINAT;Grandes cultures;13.0;m3/ha;13.0;m3/ha;;;Autorisé;;;;;;Betterave. Apport par an.;
MFSC;1211003;VITINAT;Grandes cultures;20.0;m3/ha;20.0;m3/ha;;;Autorisé;;;;;;Luzerne, apport par an.;
MFSC;9810002;ENDORIZE;Traitements généraux;10.0;kg d'inoculum/ha;10000.0;kg d'inoculum/ha;;;Autorisé;;;Multiplication, rempotage;;;Toutes cultures sauf noisetiers, châtaigniers, myrtilles, Pinacées, Fagacées, tilleuls, bouleaux, charmes, Cistacées, Crucifères, Chénopodiacées, Polygonacées, Caryophyllacées, Ericacées et Orchidées - Hors-sol;
MFSC;9810002;ENDORIZE;Traitements généraux;200.0;kg d'inoculum/ha;3500.0;kg d'inoculum/ha;;;Autorisé;;;Semis, aération;;;Toutes cultures sauf noisetiers, châtaigniers, myrtilles, Pinacées, Fagacées, tilleuls, bouleaux, charmes, Cistacées, Crucifères, Chénopodiacées, Polygonacées, Caryophyllacées, Ericacées et Orchidées - Semis pleine terre;
MFSC;9810002;ENDORIZE;Traitements généraux;80.0;kg d'inoculum/ha;200.0;kg d'inoculum/ha;;;Autorisé;A la plantation;;;;;Toutes cultures sauf noisetiers, châtaigniers, myrtilles, Pinacées, Fagacées, tilleuls, bouleaux, charmes, Cistacées, Crucifères, Chénopodiacées, Polygonacées, Caryophyllacées, Ericacées et Orchidées - Plantation pleine terre;
MFSC;1211002;FERTIACTYL STARTER;Grandes cultures;5.0;L/ha;5.0;L/ha;;;Autorisé;;;De mai à juin au stade 4-6 feuilles ;puis une application 15 jours plus tard;;Maïs ensilage;
MFSC;1211002;FERTIACTYL STARTER;Grandes cultures;7.0;L/ha;7.0;L/ha;;;Autorisé;;;De mai à juin au stade 4-6 feuilles;puis une application 15 jours plus tard ;;Maïs grain;
MFSC;1202011;TIFI;Cultures maraîchères;3.0;kg/ha;5.0;kg/ha;;;Autorisé;;;;;;Maraîchage. ;
MFSC;1202011;TIFI;Arboriculture fruitière et vigne;2.0;g/plant;5.0;g/plant;;;Autorisé;;;;;;Plantation viticultures et arboricultures.;
MFSC;1202011;TIFI;Traitement des semences;1.0;;150.0;;;;Autorisé;;;;;;Enrobage semences.;
MFSC;1202011;TIFI;Pépinière;2.5;kg/m3;2.5;kg/m3;;;Autorisé;;;;;;Pépinière, kg/m3 de terreau.;
MFSC;1202011;TIFI;Gazons de graminées, jardins d'amateurs;300.0;g/m²;500.0;g/m²;;;Autorisé;;;;;;Gazons ;
MFSC;1202011;TIFI;Autres;300.0;g/m²;500.0;g/m²;;;Autorisé;;;;;;Espaces verts;
MFSC;1202005;TEAM POUDRE;Cultures maraîchères;0.5;Kg/100 L;0.5;Kg/100 L;;;Autorisé;;;;;;* Maraîchage (trempage des plateaux);
MFSC;1202005;TEAM POUDRE;Grandes cultures;2.0;kg/ha;3.0;kg/ha;;;Autorisé;;;;;;;
MFSC;1202010;TEAM ENROBAGE;Grandes cultures;0.5;kg/ha;1.0;kg/ha;;;Autorisé;;;;;;;
MFSC;1120000;BALSAMO GLUTACETINE;Grandes cultures;3.5;kg/ha;3.5;kg/ha;59;73;Autorisé;;;;;;Blé tendre, blé dur;
MFSC;1120000;BALSAMO GLUTACETINE;Grandes cultures;3.5;kg/ha;3.5;kg/ha;59;73;Autorisé;;;;;;Blé tendre, blé dur;
MFSC;1120010;CALCIMER GR;Traitements généraux;500.0;kg/ha;1000.0;kg/ha;;;Autorisé;;;Préparation des sols (enfouissement) - interculture.;;; Toutes cultures à l'exception des cultures acidophiles. En entretien de pH.;
MFSC;1120010;CALCIMER GR;Traitements généraux;500.0;kg/ha;10000.0;kg/ha;;;Autorisé;;;Préparation des sols (enfouissement) - interculture.;;;Toutes cultures à l'exception des cultures acidophiles. En redressement de PH.;
MFSC;1080008;CALPROZYME NEW;Autres;6.0;g/Kg;6.0;g/Kg;;;Autorisé;;;;;;Agaric;
MFSC;1150024;SCOR MGO;Traitements généraux;1.0;t/ha;1.5;t/ha;;;Autorisé;;;Toute l'année;Toute l'année;22/08/2016;Grandes cultures, forêt, pâtures, maraîchage, horticulture, arboriculture, plantes pérennes;
MFSC;1160001;TRADIBASE MG;Traitements généraux;1.0;t/ha;2.0;t/ha;;;Autorisé;Octobre;Mars;avant semis;avant semis;13/09/2016;Toutes cultures;
MFSC;1190852;MICROBACTER;Cultures légumières;0.5;kg/ha;1.0;kg/ha;;;Autorisé;Au semis;;;;18/11/2019;Cultures légumières bulbes en plein (oignon,ail,échalote);
MFSC;1190852;MICROBACTER;Cultures légumières;0.5;kg/ha;1.0;kg/ha;;;Autorisé;Au semis;;Au semis;;18/11/2019;Cultures légumières racines en plein (carotte, betterave, radis);
MFSC;1180447;PIGMENTIL;Autres;;;5.0;L/ha;;;Autorisé;;;4 et 2 semaines avant la récolte.;;27/07/2018;Pommes, Poires Pulvérisation foliaire.;
MFSC;1170179;ALGONIA;Arboriculture fruitière et vigne;1.0;kg/ha;1.0;kg/ha;;;Autorisé;;;En encadrement de floraison;;21/03/2017;Arbres fruitiers;
MFSC;1170179;ALGONIA;Arboriculture fruitière et vigne;0.75;kg/ha;0.75;kg/ha;;;Autorisé;;;Stade 5-6 feuilles/grappes séparées/nouaison/grappes fermées;;21/03/2017;Vigne;
MFSC;1170179;ALGONIA;Cultures légumières;0.75;kg/ha;0.75;kg/ha;;;Autorisé;;;Tous les 10-15 jours dès le démarrage végétatif.;;21/03/2017;Artichaut, Chou, Echalote, Haricot, Carotte, Salade, Tomate;
MFSC;1170179;ALGONIA;Autres;0.75;kg/ha;0.75;kg/ha;;;Autorisé;;;A partir du début de la tubérisation puis tous les 15 jours.;;21/03/2017;;
MFSC;1170179;ALGONIA;Autres;0.75;kg/ha;0.75;kg/ha;;;Autorisé;;;En conditions difficiles sur végétation développée;;21/03/2017;Autres plantes annuelles : maïs, colza, céréales;
MFSC;1170179;ALGONIA;Autres;500.0;g/ha;500.0;g/ha;;;Autorisé;;;1 application par semaine à appliquer en même temps que les apports d'engrais;;21/03/2017;Ferti-irrigation;
MFSC;1190007;MICRO TONIC;Grandes cultures;0.5;kg/ha;1.5;kg/ha;;;Autorisé;Au semis;Au semis;;;28/01/2016;Cultures céréalières (blé, orge, avoine) et Maïs Apport au semis. 5E10 à 1.5E11 UFC/ha;
MFSC;1200252;TSL 292;;2.0;kg/ha;10.0;kg/ha;;;Autorisé;;;Printemps / été;;12/05/2020;pulvérisation foliaire, hydrophonie / goutte à goutte, semences;
MFSC;1200252;TSL 292;Autres;2.0;kg/ha;10.0;kg/ha;;;Autorisé;;;Printemps / été;;12/05/2020;Cultures oléagineuses Pulvérisation foliaire, hydroponie / goutte à goutte, semences;
MFSC;1200252;TSL 292;Cultures maraîchères;2.0;kg/ha;10.0;kg/ha;;;Autorisé;;;Printemps / été;;12/05/2020;Pulvérisation foliaire, hydroponie / goutte à goutte, semences;
MFSC;1200252;TSL 292;;2.0;kg/ha;10.0;kg/ha;;;Autorisé;;;Printemps / été;;12/05/2020;Pulvérisation foliaire, hydroponie / goutte à goutte, semences;
MFSC;1200252;TSL 292;Arboriculture fruitière et vigne;2.0;kg/ha;10.0;kg/ha;;;Autorisé;;;Printemps / été;;12/05/2020;Arboriculture Pulvérisation foliaire, hydroponie / goutte à goutte, semences;
MFSC;1200252;TSL 292;Grandes cultures;2.0;kg/ha;10.0;kg/ha;;;Autorisé;;;Printemps / été;;12/05/2020;Cultures industrielles (pormme de terre) Pulvérisation foliaire, hydroponie / goutte à goutte, semences;
MFSC;1200252;TSL 292;Grandes cultures;2.0;kg/ha;10.0;kg/ha;;;Autorisé;;;Printemps / été;;12/05/2020;Cultures industrielles (betterave) Pulvérisation foliaire, hydroponie / goutte à goutte, semences;
MFSC;1200295;TSL 29;;;;10.0;kg/ha;;;Autorisé;;;Printemps / été;;12/05/2020;Pulvérisation foliaire ou au sol Hydroponie / goutte à goutte, pralinage;
MFSC;1200295;TSL 29;Autres;;;10.0;kg/ha;;;Autorisé;;;Printemps / été;;12/05/2020;Cultures oléagineuses Pulvérisation foliaire ou au sol Hydroponie / goutte à goutte, pralinage;
MFSC;1200295;TSL 29;Cultures maraîchères;;;10.0;kg/ha;;;Autorisé;;;Printemps / été;;12/05/2020;Pulvérisation foliaire ou au sol Hydroponie / goutte à goutte, pralinage;
MFSC;1200295;TSL 29;;;;10.0;kg/ha;;;Autorisé;;;Printemps / été;;12/05/2020;Pulvérisation foliaire ou au sol Hydroponie / goutte à goutte, pralinage;
MFSC;1200295;TSL 29;Autres;;;10.0;kg/ha;;;Autorisé;;;Printemps / été;;12/05/2020;Arboriculture Pulvérisation foliaire ou au sol Hydroponie / goutte à goutte, pralinage;
MFSC;1200295;TSL 29;Autres;;;10.0;kg/ha;;;Autorisé;;;Printemps / été;;12/05/2020;Cultures industrielles (pomme de terre) Pulvérisation foliaire ou au sol Hydroponie / goutte à goutte, pralinage;
MFSC;1200295;TSL 29;Autres;;;10.0;kg/ha;;;Autorisé;;;Printemps / été;;12/05/2020;Cultures industrielles (betterave);
MFSC;1140013;MICROFLOR;Grandes cultures;0.2;kg/ha;0.5;kg/ha;;;Retrait;Au semis;Au semis;;;11/06/2019;Céréales, Maïs, Colza, Tournesol;
MFSC;1140013;MICROFLOR;Cultures maraîchères;0.2;kg/ha;0.5;kg/ha;;;Retrait;Au semis;A la plantation;;;11/06/2019;;
MFSC;9710070;PERMEATE;Gazons de graminées, jardins d'amateurs;10.0;L/L;10.0;L/L;;;Retrait;;;;;04/04/2019;* Utilisation réservée aux terrains de golf, en apport localisé sur les zones présentant des risques d'apparition de tâches sèches d'origine hydrique. ;
MFSC;9810004;AQUA TOP;Gazons de graminées, jardins d'amateurs;10.0;L/ha;10.0;L/ha;;;Retrait;;;;;04/04/2019;Terrains de golf;
MFSC;1000052;FLORASTIM;Grandes cultures;1.0;L/ha;2.0;L/ha;;;Autorisé;;;;;22/08/2016;;
MFSC;1000052;FLORASTIM;Gazons de graminées, jardins d'amateurs;2.0;L/ha;2.0;L/ha;;;Autorisé;;;;;22/08/2016;gazons et fourragères;
MFSC;1000052;FLORASTIM;Cultures maraîchères;1.0;L/ha;3.0;L/ha;;;Autorisé;;;;;22/08/2016;;
MFSC;1000052;FLORASTIM;Autres;2.0;L/ha;2.0;L/ha;;;Autorisé;;;;;22/08/2016;Cultures industrielles;
MFSC;1000052;FLORASTIM;Arboriculture fruitière et vigne;2.0;L/ha;4.0;L/ha;;;Autorisé;;;;;22/08/2016;arboriculture;
MFSC;1000052;FLORASTIM;Cultures ornementales;2.0;L/ha;4.0;L/ha;;;Autorisé;;;;;22/08/2016;;
MFSC;1000052;FLORASTIM;Arboriculture fruitière et vigne;4.0;L/ha;6.0;L/ha;;;Autorisé;;;;;22/08/2016;Vigne;
MFSC;1190282;INOQ ADVANTAGE;Traitements généraux;100.0;mL/ha;100.0;mL/ha;;;Autorisé;;;Printemps / été;;22/05/2019;Toutes cultures (champ);
MFSC;1190282;INOQ ADVANTAGE;Traitements généraux;1.0;mL / 1000 L de substrat;1.0;mL / 1000 L de substrat;;;Autorisé;;;Printemps / été;;22/05/2019;Toutes cultures (serre);
MFSC;6190462;INOQ TOP;Traitements généraux;100.0;mL/plant ;100.0;mL/plant ;;;Autorisé;;;Printemps, été;;22/07/2019;Toutes cultures Apport au sol (trou de plantation ou cultures en place);
MFSC;6190462;INOQ TOP;Autres;10.0;%;10.0;%;;;Autorisé;;;Printemps, été;;22/07/2019;Mélange avec substrat Apport aux supports de culture;
MFSC;1200546;VITIVERT MAX;;;;5.0;L/ha;;;Autorisé;;;1ère application : feuilles étalées, stade E 2ème application : grappes séparées, stade F;;01/09/2020;;
MFSC;1200153;RACI-FORT S;Autres;500.0;g inoculum / ha;1000.0;g inoculum / ha;;;Autorisé;Au semis;;semis/plantation/émergence/ rempotage/transplantation/ entretien;;14/05/2020;Cultures en pleine terre;
MFSC;1200153;RACI-FORT S;Grandes cultures;100.0;g inoculum / ha;1000.0;g inoculum / ha;;;Autorisé;;;Semis/plantation/émergence/rempotage/transplantation/entretien;;14/05/2020;;
MFSC;1200153;RACI-FORT S;Autres;1000.0;g inoculum / ha;2000.0;g inoculum / ha;;;Autorisé;Au rempotage dans le substrat;;Semis/plantation/émergence/rempotage/transplantation/entretien;;14/05/2020;cultures sur substrat;
MFSC;1200153;RACI-FORT S;Cultures maraîchères;500.0;g inoculum / ha;2000.0;g inoculum / ha;;;Autorisé;;;Semis/plantation/émergence/rempotage/transplantation/entretien;;14/05/2020;;
MFSC;1171301;R6-CDX;;0.025;L/ha;2.0;L/ha;;;Autorisé;;;;;22/01/2018;;
MFSC;1171301;R6-CDX;Autres;0.0050;L/ha;1.5;L/ha;;;Autorisé;;;;;22/01/2018;Plantation/pépinière/arbres et arbustes;
MFSC;1171301;R6-CDX;Cultures florales;0.0050;L/ha;1.0;L/ha;;;Autorisé;;;;;22/01/2018;;
