type produit;numero AMM;nom produit;Composition;Revendication;Dénomination de classe;
MFSC;1150022;ALTERNAZOTE;Matière séche (Min: 11.0 %, Max: 11.0 %)  | Matières organiques (Min: 8.0 %, Max: 8.0 %)  | Acide glutamique (Min: 1.16 %, Max: 1.16 %)  | pH (Min: 4.3 ., Max: 4.3 .) ;;Matière fertilisante;
MFSC;6090001;COTEN';;;;
MFSC;1080007;SULCABAÏ;Soufre exprimé en équivalent SO3 total (Min: 17.5 %, Max: 17.5 %)  | Oxyde de calcium (CaO) total (Min: 9.5 %, Max: 9.5 %)  | Matière séche (Min: 44.0 %, Max: 44.0 %) ;;Engrais apportant du calcium | Engrais apportant du soufre;
MFSC;1140002;NUTRACTIF;Glycine bétaïne (Min: 60.0 g/kg, Max: 60.0 g/kg)  | Activité cytokinique (Min: 200.0 µg BAP/kg, Max: 200.0 µg BAP/kg) ;;Stimulateur de croissance des plantes;
MFSC;1140009;KORI FEUILLE;Fer (Fe) total (Min: 4.6 %, Max: 4.6 %)  | Manganèse (Mn) total (Min: 1.6 %, Max: 1.6 %) ;;Engrais foliaire Fe, Mn;
MFSC;1140010;OPALE;;;Matière fertilisante | Engrais composés;
MFSC;1301002;OZOR;;;Matière fertilisante;
MFSC;1140012;PHYSIO PRO;;;Stimulateur de croissance des plantes;
MFSC;1120008;SYMBIVIT;;;Amendement - Engrais;
MFSC;1202007;AEGYS SYM ARGILE;;;Matière fertilisante;
MFSC;1202006;AEGYS SYM HYDRO;;;Matière fertilisante;
MFSC;1202008;AEGYS SYM MICRO-GRANULES;;;Matière fertilisante;
MFSC;1202009;CONDOR;;;Matière fertilisante;
MFSC;9810015;AQUAMIX;;Tension superficielle à 20°C (Min: 33.0 mN/m, Max: 33.0 mN/m)  | Masse volumique à 20° C (Min: 1.0015 g/cm3, Max: 1.0015 g/cm3) ;Matière fertilisante;
MFSC;1100005;PLATINA;;;Matière fertilisante;
MFSC;1110007;CALCICOQUILLES SAMO;;;Amendement basique;
MFSC;1140006;CALCIMER T400 GR;;;Amendement minéral basique;
MFSC;1110006;PROVAL CU PLANT BOOSTER;;;Matière fertilisante;
MFSC;1130013;RETEXIA-NK;;;Amendement - Engrais;
MFSC;1110013;DPF;;;Matière fertilisante;
MFSC;1140003;EABVMO;;;Stimulateur de l'activité microbienne du sol;
MFSC;1112012;SANOVIT;;;Rétenteur d'eau;
MFSC;1303002;THAUCAL;;;Amendement basique;
MFSC;1306002;FERTEVIE-WAKE;N total (Min: 7.4 %, Max: 7.4 %)  | N organique (Min: 7.2 %, Max: 7.2 %) ;;Matière fertilisante;
MFSC;1130012;GEONORGP;C / N (Min: 6.8 %, Max: 6.8 %)  | N total (Min: 1.3 %, Max: 1.3 %)  | N organique (Min: 1.2 %, Max: 1.2 %)  | P2O5 total (Min: 1.33 %, Max: 1.33 %)  | Cuivre (Cu) total (Min: 0.0048 %, Max: 0.0048 %)  | Zn total (Min: 0.025 %, Max: 0.025 %)  | Fer (Fe) total (Min: 0.82 %, Max: 0.82 %) ;;Matière fertilisante;
MFSC;1140001;GREENACTIV;Glycine bétaïne (Min: 60.0 g/kg, Max: 60.0 g/kg) ;Activité cytokinique  (Min: 200.0 µg BAP/kg, Max: 200.0 µg BAP/kg)  | Entérocoques (Min: 1.0 germes/g, Max: 100.0 germes/g) ;Stimulateur de croissance des plantes;
MFSC;1140004;HICURE;N total (Min: 11.7 %, Max: 11.7 %)  | Acides aminés totaux (Min: 52.4 %, Max: 52.4 %)  | Acides aminés libres (Min: 10.6 %, Max: 10.6 %) ;;Matière fertilisante | Stimulateur de croissance des plantes;
MFSC;1308001;LYCC;N total (Min: 7.4 %, Max: 7.4 %)  | N organique (Min: 7.2 %, Max: 7.2 %) ;;Matière fertilisante;
MFSC;1301001;MYCOR;Propagules de Glomus intraradices souche CMCCROC7 - Minimum 50 propagules par gramme (Min: 0.03 %, Max: 0.03 %)  | Engrais organique NF U 42-001 / A10 (Min: 99.97 %, Max: 99.97 %) ;;Matière fertilisante;
MFSC;1120002;MELANGE  NP ABC;N total (Min: 14.0 %, Max: 14.0 %)  | P2O5 total (Min: 22.0 %, Max: 22.0 %)  | P2O5 soluble eau (Min: 20.0 %, Max: 20.0 %)  | SO3 soluble eau (Min: 25.0 %, Max: 25.0 %)  | Soufre exprimé en SO3 soluble eau (Min: 25.0 %, Max: 25.0 %) ;;Engrais NP + S;
MFSC;1130014;FERTIXIA NS;N ammoniacal (Min: 2.0 %, Max: 2.0 %)  | Soufre total (Min: 5.7 %, Max: 5.7 %)  | Azote (N) total (Min: 1.5 %, Max: 2.1 %) ;;Matière fertilisante;
MFSC;1140011;N-PROCESS;Acide glutamique (Min: 1090.0 mg/kg, Max: 0.0 mg/kg)  | Acide 3 indol, acétique (Min: 3.7 mg/kg, Max: 0.0 mg/kg) ;;Stimulateur de croissance des plantes;
MFSC;1170247;NITROGEN GR;Bradyrhizobium japonicum souche G 49  (Min: 1000000000 germes/g, Max: 1000000000 germes/g) ;;Matière fertilisante;
MFSC;1170248;NITROGEN;Bradyrhizobium japonicum souche G 49  (Min: 1000000000 germes/g, Max: 1000000000 germes/g) ;;Matière fertilisante;
MFSC;6120001;STOCKOSORB 660;Matière séche (Min: 95.9 %, Max: 95.9 %)  | Polymère (Min: 95.0 %, Max: 95.0 %)  | Capacité de rentention pour l'eau (dans une solution de Ca(NO3)2 (Min: 0.0 mL/g, Max: 5.6 mL/g)  | Capacité de rentention pour l'eau (dans l'eau distillée) (Min: 0.0 mL/g, Max: 250.0 mL/g)  | Granulométrie (Min: 0.2 mm, Max: 4.0 mm) ;;Rétenteur d'eau;
MFSC;1160067;NUTRISTAR 22-5 SELEN;Matière séche (Min: 98.0 % MB, Max: 98.0 % MB)  | Azote total (Min: 22.0 % MB, Max: 22.0 % MB)  | Azote ammoniacal (Min: 14.0 % MB, Max: 14.0 % MB)  | Azote nitrique (Min: 8.0 % MB, Max: 8.0 % MB)  | P2O5 total (Min: 5.0 % MB, Max: 5.0 % MB)  | SO3 total (Min: 21.0 % MB, Max: 21.0 % MB) ;Sélénium (Se) (Min:  , Max:  )  | P2O5 soluble dans eau (Min:  , Max:  )  | SO3 soluble dans l'eau (Min:  , Max:  ) ;Engrais;
MFSC;6070002;OXYOM;;;Amendement organo-minéral;
MFSC;1150019;PREMIER TECH-GHA180;Bacillus pumilus souche GHA180 (Min: 1000000000 spores/g, Max: 1000000000 spores/g) ;;Préparation bactérienne;
MFSC;1160069;FIBA-ZORB PLUS;Matière séche (Min: 47.5 % MB, Max: 47.5 % MB)  | Masse volumique (Min: 1.03 kg/L, Max: 1.03 kg/L)  | Tension superficielle (Min: 29.0 mN/m, Max: 29.0 mN/m)  | pH (Min: 6.5 , Max: 6.5 ) ;;Matière fertilisante;
MFSC;N/A;API PLANT STIMUL TABS;;;;
MFSC;1170689;SUPPORTER;Matière séche (Min: 2.3 % MB, Max: 2.3 % MB)  | L-asparagine monohydrate (Min: 0.037 % MB, Max: 0.037 % MB)  | L-threonine (Min: 0.037 % MB, Max: 0.037 % MB)  | L-alanine (Min: 0.037 % MB, Max: 0.037 % MB)  | N-acetyl-L-alanyl-L-glutamine (Min: 0.066 % MB, Max: 0.066 % MB)  | L-valine (Min: 0.037 % MB, Max: 0.037 % MB)  | pH (Min: 4.6 , Max: 4.6 ) ;Acide citrique (hydrate de sel trisodique) (Min:  , Max:  )  | Acide maléique (Min:  , Max:  ) ;Matière fertilisante;
MFSC;6150003;HYDROCHAR WB1;Matière séche (Min: 80.0 % m / m, Max: 90.0 % m / m)  | Charbon végétal (Min: 80.0 % m / m, Max: 90.0 % m / m)  | Carbone organique (C) (Min: 64.0 % m / m, Max: 74.0 % m / m)  | Capacité de rentention pour l'eau (Min: 85.0 % v / v, Max: 85.0 % v / v)  | Granulométrie (Min: 0.125 mm, Max: 4.0 mm) ;;Rétenteur d'eau;
MFSC;1150017;SORBISTART;Lactobacillus rhamnosus et farciminis (Min: 1000000000 UFC/kg, Max: 1000000000 UFC/kg) ;;Stimulateur de croissance des plantes;
MFSC;9710013;FERTIL'S;Soufre total (Min: 91.0 %, Max: 91.0 %)  | SO3 total (Min: 227.0 %, Max: 227.0 %) ;;Engrais soufré;
MFSC;1020002;INOCULUM LUPIN NPPL TOURBE;Bradyrhizobium lupini (Min: 0.0 10^9 germes/g, Max: 0.0 10^9 germes/g) ;;Préparation bactérienne;
MFSC;1020022;INOCULUM LUZERNE NPPL TOURBE;Sinorhizobium meliloti (Min: 1.0 10^9 germes/g, Max: 1.0 10^9 germes/g) ;;Préparation bactérienne;
MFSC;8910135;INOCULUM SOJA NPPL TOURBE;Bradyrhizobium japonicum souche G 49  (Min: 100.0 10^9 germes/g, Max: 100.0 10^9 germes/g) ;;Préparation bactérienne;
MFSC;1110012;KICK;;;Conditionneur de sol;
MFSC;1110010;BOGRINE;;;Amendement - Engrais;
MFSC;1150006;CENDRES DE BAGASSE ALBIOMA BOIS ROUGE;;;Engrais minéral PK;
MFSC;1150004;CENDRES DE BAGASSE ALBIOMA LE GOL;;;Engrais minéral PK;
MFSC;1150005;CENDRES DE BAGASSE ALBIOMA LE MOULE;;;Engrais minéral PK;
MFSC;1110009;MIX GREEN PLUS;N total (Min: 10.0 %, Max: 10.0 %)  | N organique (Min: 5.0 %, Max: 5.0 %)  | N ammoniacal (Min: 2.5 %, Max: 2.5 %)  | N uréique (Min: 2.5 %, Max: 2.5 %)  | P2O5 total (Min: 5.0 %, Max: 5.0 %)  | K2O total (Min: 9.0 %, Max: 9.0 %)  | MgO total (Min: 2.0 %, Max: 2.0 %)  | Fer (Fe) total (Min: 0.25 %, Max: 0.25 %) ;;Amendement organo-minéral;
MFSC;1010001;ORGAMUS;;;Engrais pour apport au sol;
MFSC;9810014;PHYLEAS GLUTACETINE;;;Matière fertilisante;
MFSC;1000012;SECOFIT;;;Engrais solution pour apport au sol;
MFSC;1080010;SOL-ACTIF;;;Matière fertilisante;
MFSC;1020004;SOLRIZE;;;Matière fertilisante;
MFSC;6130001;SPORTGREEN HELPSTAR;;Matière séche (Min: 18.0 %, Max: 20.0 %)  | Matière organique (Min: 15.0 %, Max: 20.0 %)  | Carbone des acides humiques (Min: 6.0 %, Max: 9.0 %)  | Carbone des acides fulviques (Min: 1.5 %, Max: 2.5 %) ;Engrais | Matière fertilisante;
MFSC;1211003;VITINAT;;;Engrais NPK organo-minéral;
MFSC;9810002;ENDORIZE;Glomus LPA Val 1 (inoculum) (Min: 10.0 propagranules/g, Max: 10.0 propagranules/g) ;;Matière fertilisante;
MFSC;1211002;FERTIACTYL STARTER;Carbone organique (C) (Min: 8.6 %, Max: 8.6 %)  | N total (Min: 13.3 %, Max: 13.3 %)  | N uréique (Min: 12.9 %, Max: 12.9 %)  | P2O5 total (Min: 5.0 %, Max: 5.0 %)  | P2O5 soluble eau (Min: 4.57 %, Max: 4.57 %)  | K2O soluble eau (Min: 9.63 %, Max: 9.63 %) ;;Engrais;
MFSC;1202011;TIFI;;;Matière fertilisante;
MFSC;1202005;TEAM POUDRE;;;Matière fertilisante;
MFSC;1202010;TEAM ENROBAGE;;;Matière fertilisante;
MFSC;1120000;BALSAMO GLUTACETINE;;;Matière fertilisante;
MFSC;1120010;CALCIMER GR;;;Amendement minéral basique;
MFSC;1080008;CALPROZYME NEW;;;Amendement organique avec engrais;
MFSC;1150016;AQUASATIS;;;Matière fertilisante;
MFSC;8910079;ECOBIOS 3C LA;N total (Min: 6.0 % MB, Max: 6.0 % MB)  | N ammoniacal (Min: 4.0 % MB, Max: 4.0 % MB)  | N organique de la gélatine hydrolysée (Min: 1.6 % MB, Max: 1.6 % MB)  | Cuivre (Cu) total (Min: 4.0 % MB, Max: 4.0 % MB)  | Matière séche (Min: 46.5 % MB, Max: 46.5 % MB) ;;Engrais pour pulvérisation foliaire;
MFSC;1150024;SCOR MGO;Oxyde de calcium (CaO) (Min: 42.0 % MB, Max: 42.0 % MB)  | Oxyde de magnésium (MgO) (Min: 10.0 % MB, Max: 10.0 % MB)  | Valeur neutralisante (Min: 66.0 , Max: 66.0 )  | Finesse de mouture (Min: 70.0 %, Max: 70.0 %) ;pH (Min:  , Max:  )  | S03 (Min:  , Max:  ) ;Amendement minéral basique;
MFSC;1160001;TRADIBASE MG;Taux d'humidité (Min: 16.0 % MB, Max: 16.0 % MB)  | Oxyde de calcium (CaO) du carbonate de calcium et de la dolomie (Min: 35.0 % MB, Max: 35.0 % MB)  | Oxyde de magnésium (MgO) de la dolomite  (Min: 6.5 % MB, Max: 6.5 % MB)  | Valeur neutralisante (Min: 46.0 ., Max: 46.0 .)  | Finesse de mouture (Min: 80.0 %, Max: 80.0 %) ;;Amendement minéral basique;
MFSC;1190852;MICROBACTER;Bacillus methylotrophicus B25 (Min: 100000000 UFC/g, Max: 100000000 UFC/g) ;;Préparation bactérienne;
MFSC;1180447;PIGMENTIL;Matière séche (Min: 30.0 % MB, Max: 30.0 % MB)  | Manganèse (Mn) (Min: 1.83 % MB, Max: 1.83 % MB)  | Zinc (Zn) (Min: 1.9 % MB, Max: 1.9 % MB)  | Oxyde de calcium (CaO) (Min: 2.8 % MB, Max: 2.8 % MB)  | Oxyde de magnésium (MgO) (Min: 2.2 % MB, Max: 2.2 % MB)  | Extrait d'Ascophyllum nodosum (Min: 23.0 % MB, Max: 23.0 % MB)  | pH (Min: 4.0 , Max: 4.0 ) ;;Engrais;
MFSC;1170179;ALGONIA;;;Engrais organiques azotés;
MFSC;1190007;MICRO TONIC;Pseudomonas putida souche I-4613 (Min: 100000000 UFC/g, Max: 100000000 UFC/g) ;;Préparation bactérienne;
MFSC;1200252;TSL 292;Matière sèche (Min: 3.5 %, Max: 3.5 %)  | Extrait d'algues (Min: 6.0 %, Max: 6.0 %)  | Azote (N) total (Min: 0.12 %, Max: 0.12 %)  | Anhydride phosphorique (Min: 0.07 %, Max: 0.07 %)  | Oxyde de potassium (K2O) total (Min: 0.12 %, Max: 0.12 %)  | Acide alginique (Min: 0.2 %, Max: 0.2 %)  | pH (Min: 3.5 , Max: 3.5 ) ;;Matière fertilisante;
MFSC;1200295;TSL 29;Matière sèche (Min: 12.8 %, Max: 12.8 %)  | Matière organique (Min: 8.5 %, Max: 8.5 %)  | Extrait d'algues (Min: 11.5 %, Max: 11.5 %)  | Azote (N) total (Min: 0.2 %, Max: 0.2 %)  | Anhydride phosphorique (Min: 0.25 %, Max: 0.25 %)  | Oxyde de potassium (K2O) total (Min: 1.43 %, Max: 1.43 %)  | Cuivre (Cu) (Min: 0.12 %, Max: 0.12 %)  | pH (Min: 3.5 , Max: 3.5 ) ;;Matière fertilisante;
MFSC;1140013;MICROFLOR;Trichoderma harzianum souche CNCM I-4013 (Min: 0.05 kg/100 kg MB, Max: 0.05 kg/100 kg MB)  | Pseudomonas fluorescens souche B177 (Min: 19.95 kg/100 kg MB, Max: 19.95 kg/100 kg MB)  | Maltodextrine (Min: 80.0 kg/100 kg MB, Max: 80.0 kg/100 kg MB) ;Teneur en bactérie (en 10^8) (Min: 1.0 UFC/g, Max: 1.0 UFC/g) ;Matière fertilisante;
MFSC;9710070;PERMEATE;;Tension superficielle  (Min: 23.0 mN/m, Max: 23.0 mN/m) ;Conditionneur de sol;
MFSC;9810004;AQUA TOP;;Tension superficielle (Min: 23.0 mN/m, Max: 23.0 mN/m) ;Conditionneur de sol;
MFSC;1000052;FLORASTIM;;;Matière fertilisante;
MFSC;1190282;INOQ ADVANTAGE;Rhizoglomus irregulare, Funneliformis mosseae, Funneliformis caledonium (Min: 550.0 millions de propagules / 100 mL, Max: 550.0 millions de propagules / 100 mL) ;;Préparation fongique;
MFSC;6190462;INOQ TOP;Rhizoglomus irregulare, Funneliformis mosseae, Funneliformis caledonium (Min: 145.0 , Max: 145.0 ) ;;Préparation fongique;
MFSC;1200546;VITIVERT MAX;Anhydride sulfurique (SO3) soluble dans l'eau (Min: 13.2 %, Max: 13.2 %)  | Manganèse (Mn) soluble dans l'eau (Min: 3.0 %, Max: 3.0 %)  | Zinc (Zn) soluble dans l'eau (Min: 3.0 %, Max: 3.0 %)  | Magnésium (Min: 1.6 %, Max: 1.6 %)  | Fer (Fe) soluble dans l'eau (Min: 1.0 %, Max: 1.0 %)  | Filtrat d'algue Ascophyllum nodosum (GA 142) (Min: 25.0 %, Max: 25.0 %)  | pH (Min: 1.8 , Max: 1.8 ) ;;Matière fertilisante;
MFSC;1200153;RACI-FORT S;Bacillus Amyloliquefaciens FZB45 (Min: 1.0 spores/g, Max: 1.0 spores/g) ;;Additif agronomique;
MFSC;1171301;R6-CDX;Bacillus amyloliquefaciens subsp. plantarum R6CDX (Min: 3900000000 UFC/mL, Max: 3900000000 UFC/mL) ;;Préparation bactérienne;
MFSC;1000041;RISE P;;;;
MFSC;1180794;GRAIN-SET;Matière séche (Min: 14.2 %, Max: 14.2 %)  | Anhydride sulfurique SO3 (Min: 3.08 %, Max: 3.08 %)  | Soufre élémentaire (S) (Min: 1.23 %, Max: 1.23 %)  | Zinc (Zn) (Min: 1.15 %, Max: 1.15 %)  | Manganèse (Mn) total (Min: 0.8 %, Max: 0.8 %) ;;Matière fertilisante;
MFSC;1190427;VITALINK TURBO;Azote (N) total (Min: 0.06 %, Max: 0.06 %)  | Anhydride phosphorique (Min: 0.01 %, Max: 0.01 %)  | Oxyde de potassium total (K2O) soluble dans l'eau (Min: 0.025 %, Max: 0.025 %)  | Anhydride sulfurique (SO3) total soluble dans l'eau (Min: 0.05 %, Max: 0.05 %)  | Oxyde de magnésium (MgO) (Min: 0.0030 %, Max: 0.0030 %)  | Oxyde de calcium (CaO) (Min: 0.0010 %, Max: 0.0010 %)  | Carbone (sucres) (Min: 0.6 %, Max: 0.6 %) ;;Matière fertilisante;
MFSC;1190539;TERREMO-COQUILLES;Matière séche (Min: 99.0 % MB, Max: 99.0 % MB)  | Oxyde de calcium (CaO) total (Min: 57.7 % MB, Max: 57.7 % MB)  | Valeur neutralisante (Min: 51.8 , Max: 51.8 )  | Solubilité carbonique (CaCO3) (Min: 7.5 %, Max: 7.5 %)  | Azote (N) total (Min: 0.7 % MB, Max: 0.7 % MB)  | Oxyde de magnésium total (MgO) (Min: 0.7 % MB, Max: 0.7 % MB)  | Finesse de mouture passant à 4 mmm (Min: 96.0 %, Max: 96.0 %)  | pH (Min: 9.6 , Max: 9.6 ) ;;Amendement basique;
MFSC;1190423;APROSOIL G300;Matière séche (Min: 96.1 %, Max: 96.1 %)  | Polymère (Min: 99.9 %, Max: 99.9 %)  | Capacité d'absorption d'eau dans de l'eau déminéralisée (Min: 93.0 % v / v, Max: 93.0 % v / v)  | Capacité d'absorption d'eau dans une solution de Ca(NO3)2 (Min: 95.0 % v / v, Max: 95.0 % v / v)  | Oxyde de sodium (Na2O) soluble dans l'eau (Min: 22.2 %, Max: 22.2 %)  | Granulométrie (Min: 0.125 , Max: 1.0 ) ;;Rétenteur d'eau;
MFSC;1180826;MYCO'SOL BTC;Azote ammoniacal (Min: 6.0 %, Max: 13.0 %)  | Oxyde de potassium (K2O)  (Min: 6.0 %, Max: 20.0 %)  | Bacillus amyloliquefaciens M4 (Min: 10000.0 UFC/kg, Max: 10000.0 UFC/kg)  | Trichoderma asperellum, souche FF12 (Min: 10000.0 UFC/kg, Max: 10000.0 UFC/kg)  | Coniothyrium minitans FV1 (Min: 10000.0 UFC/kg, Max: 10000.0 UFC/kg) ;;Préparation bactérienne;
MFSC;1000037;PROTIFERT LMW 8;;;Matière fertilisante | Stimulateur de croissance des plantes;
MFSC;1170212;RIZOLIQ TOP S;Bradyrhizobium japonicum souche SEMIA 5079 (Min: 2000000000 UFC/g, Max: 2000000000 UFC/g)  | Bradyrhizobium  diazoefficiens SEMIA 5080 (Min: 2000000000 UFC/g, Max: 2000000000 UFC/g) ;;Matière fertilisante;
MFSC;1190701;FICOSTERRA-G;Azote (N) total (Min: 1.5 %, Max: 1.5 %)  | Anhydride phosphorique (Min: 0.5 %, Max: 0.5 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 0.2 %, Max: 0.2 %)  | Carbone organique (C) (Min: 30.0 %, Max: 30.0 %)  | Substances humiques (Min: 6.55 %, Max: 6.55 %)  | pH (Min: 7.1 , Max: 7.1 ) ;;Matière fertilisante;
MFSC;1170265;TERRA-SORB FOLIAR;Matière séche (Min: 23.0 % MB, Max: 23.0 % MB)  | Acides aminés totaux (Min: 13.6 % MB, Max: 13.6 % MB)  | Acides aminés libres (Min: 11.5 % MB, Max: 11.5 % MB) ;Matière organique totale (Min:  , Max:  )  | Azote total (Min:  , Max:  )  | Azote organique (Min:  , Max:  )  | Bore (B) (Min:  , Max:  )  | Manganèse (Mn) (Min:  , Max:  )  | Zinc (Zn) (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1180228;AMARES;Maltodextrine (Min: 98.0 % MB, Max: 98.0 % MB)  | Azotobacter vinelandii (Min: 100000000 UFC/g, Max: 100000000 UFC/g) ;;Préparation bactérienne;
MFSC;1120007;NUTRIACTIV;Matière séche (Min: 37.0 % MB, Max: 37.0 % MB)  | Glycine bétaïne (Min: 60.0 g/kg, Max: 60.0 g/kg)  | Activité cytokinique (Min: 200.0 µg BAP/kg, Max: 200.0 µg BAP/kg) ;;Stimulateur de croissance des plantes | Matière fertilisante;
MFSC;1171104;VALORSEED;Matière séche (Min: 92.0 % MB, Max: 92.0 % MB)  | Oxyde de calcium (CaO) (Min: 39.0 % MB, Max: 39.0 % MB)  | Oxyde de magnésium (MgO) (Min: 3.5 % MB, Max: 3.5 % MB)  | P2O5 total (Min: 2.0 % MB, Max: 2.0 % MB)  | Fer (Fe) total (Min: 14.8 % MB, Max: 14.8 % MB)  | Valeur neutralisante (Min: 45.0 , Max: 45.0 )  | Finesse de mouture passant à 0,630 mm (Min: 60.0 % MB, Max: 60.0 % MB)  | Finesse de mouture passant à 0,315 mm (Min: 45.0 % MB, Max: 45.0 % MB)  | Finesse de mouture passant à 0,160 mm (Min: 30.0 % MB, Max: 30.0 % MB) ;pH (Min:  , Max:  ) ;Amendement minéral basique;
MFSC;8810131;AGROSIL LR GRANULES;;;;
MFSC;1130009;SCDPEV;Matière séche (Min: 43.0 % MB, Max: 43.0 % MB)  | Matières organiques (Min: 40.0 % MB, Max: 40.0 % MB)  | Acide glutamique (Min: 1090.0 mg/kg, Max: 1090.0 mg/kg)  | Acide 3 indol, acétique (Min: 3.7 mg/kg, Max: 3.7 mg/kg) ;;Matière fertilisante;
MFSC;1170479;NUTRISPHERE-N;Matière séche (Min: 49.7 % MB, Max: 49.7 % MB)  | pH (Min: 2.5  , Max: 2.5  )  | Copolymère maléique-itaconique (Min: 40.4 % MB, Max: 40.4 % MB) ;;Matière fertilisante;
MFSC;6171096;ESMAG-FAMILLE;Valeur neutralisante (Min: 55.0  , Max: 77.0  )  | SO3 total (Min: 5.0 % MB, Max: 17.0 % MB)  | MgO total (Min: 4.0 % MB, Max: 10.0 % MB)  | CaO total (Min: 45.0 % MB, Max: 71.0 % MB) ;Matière séche (Min:  , Max:  )  | Finesse de mouture (Min:  , Max:  ) ;Amendement minéral basique - Engrais;
MFSC;1110004;TRANS-FERTIL;;;Engrais NP d'origine organo-minéral;
MFSC;1200156;FERTECH FRUIT;Matière sèche (Min: 31.5 %, Max: 31.5 %)  | Azote (N) total (Min: 2.0 %, Max: 2.0 %)  | Acide glutamique (Min: 0.43 %, Max: 0.43 %)  | Bore (B) (Min: 0.3 %, Max: 0.3 %)  | Cuivre chélaté (Min: 0.1 %, Max: 0.1 %)  | Fer (Fe) Chélaté EDTA (Min: 0.68 %, Max: 0.68 %)  | Manganèse chélaté (Min: 0.5 %, Max: 0.5 %)  | Molybdène (Mo) (Min: 0.01 %, Max: 0.01 %)  | Zinc chélaté (Min: 0.5 %, Max: 0.5 %)  | Extrait d'algues Ascophyllum nodosum (Min: 27.0 %, Max: 27.0 %)  | pH (Min: 5.5 , Max: 5.5 ) ;;Matière fertilisante;
MFSC;1150002;CERES;Trichoderma harzianum souche CNCM I-4013 (Min: 0.05 kg/100 kg MB, Max: 0.05 kg/100 kg MB)  | Pseudomonas fluorescens souche B177 (Min: 19.95 kg/100 kg MB, Max: 19.95 kg/100 kg MB)  | Maltodextrine (Min: 80.0 kg/100 kg MB, Max: 80.0 kg/100 kg MB)  | Teneur en bactérie (en 10^8) (Min: 1.0 UFC/g, Max: 1.0 UFC/g) ;;Matière fertilisante;
MFSC;1200023;KAORA 4;Azote (N) total (Min: 12.0 %, Max: 12.0 %)  | Oxyde de potassium total (K2O) soluble dans l'eau (Min: 6.0 %, Max: 6.0 %)  | pH (Min: 12.3 , Max: 12.3 )  | Extrait d'algues Ascophyllum nodosum (Min: 30.0 %, Max: 30.0 %) ;Dioxyde de silicium (SiO2) (Min:  , Max:  )  | Mannitol (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1190498;VERTIGO;Matière séche (Min: 10.0 %, Max: 10.0 %)  | Oxyde de potassium total (K2O) soluble dans l'eau (Min: 4.0 %, Max: 4.0 %)  | Carbone organique (C) (Min: 1.5 %, Max: 1.5 %)  | pH (Min: 13.8 , Max: 13.8 ) ;;Matière fertilisante;
MFSC;1190337;FHAMST-N;Matière séche (Min: 93.0 % MB, Max: 93.0 % MB)  | Azote (N) total (Min: 22.0 % MB, Max: 22.0 % MB)  | Azote uréique (Min: 22.0 % MB, Max: 22.0 % MB)  | Oxyde de potassium (K2O) total (Min: 5.5 % MB, Max: 5.5 % MB)  | Carbone organique (CO) total (Min: 26.0 % MB, Max: 26.0 % MB)  | Extrait humique total (Min: 35.5 % MB, Max: 35.5 % MB)  | Carbone organique des acides humiques (Min: 14.0 % MB, Max: 14.0 % MB)  | Carbone organique des acides fulviques (Min: 6.0 % MB, Max: 6.0 % MB)  | Mannitol (Min: 0.22 % MB, Max: 0.22 % MB)  | Acides aminés totaux (Min: 3.3 % MB, Max: 3.3 % MB) ;pH (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1200468;NUTRI'UP;Sulfate de magnésium (Min: 99.75 kg/100 kg MB, Max: 99.75 kg/100 kg MB)  | Solution bactérienne: Bacillus Mucilaginosus (Min: 0.25 kg/100 kg MB, Max: 0.25 kg/100 kg MB)  | Bacillus mucilaginosus souche TRG 17 (Min: 30000.0 UFC/g, Max: 30000.0 UFC/g)  | Oxyde de magnésium (MgO) soluble dans l'eau (Min: 21.0 %, Max: 21.0 %)  | Anhydride sulfurique (SO3) soluble dans l'eau (Min: 38.0 %, Max: 38.0 %)  | pH (Min: 8.0 , Max: 8.0 )  | Granulométrie : particules comprises entre 2 à 5 mm (Min: 90.0 %, Max: 90.0 %) ;;Préparation bactérienne;
MFSC;1200160;ZEPHERYS I;Oxyde de Calcium (CaO) total* (Min: 36.0 %, Max: 36.0 %)  | Oxyde de Magnésium (MgO) total* (Min: 1.0 %, Max: 1.0 %)  | Anhydre sulfurique (SO3) (Min: 5.0 %, Max: 5.0 %)  | Valeur neutralisante (Min: 33.0 , Max:  )  | pH (Min: 8.5 , Max: 8.5 )  | Extrait d'algues et extrait végétaux (Min: 1.0 %, Max: 1.0 %) ;Finesse de mouture (Min:  , Max:  )  | Mannitol (Min:  , Max:  ) ;Amendement minéral basique;
MFSC;1180308;HI SPORE;;;Préparation fongique;
MFSC;1200542;OROMATE K26;Substances humiques (Min: 20.2 %, Max: 20.2 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 5.4 %, Max: 5.4 %)  | pH (Min: 11.0 , Max: 11.0 ) ;;Matière fertilisante;
MFSC;6080001;AGRI-BIOTECH MYC;;Matière sèche (Min: 91.0 %, Max: 100.0 %) ;Inoculum d'endomycorhize;
