type produit;numero AMM;nom produit;Composition;Revendication;Dénomination de classe;
MFSC;1200558;LANAPLUS;Rhizophagus irregularis souche MB-001RI (Min: 250.0 spores/g, Max: 250.0 spores/g)  | Septeglomus deserticola souche MB-003SD (Min: 250.0 spores/g, Max: 250.0 spores/g)  | Claroideoglomus etunicatum MB-163CE (Min: 100.0 spores/g, Max: 100.0 spores/g)  | Bacillus megaterium souche BM-4112 (Min: 65000000 UFC/g, Max: 65000000 UFC/g)  | Bacillus subtilis souche BM-1102 (Min: 70000000 UFC/g, Max: 70000000 UFC/g)  | Bacillus licheniformis souche BM-3109 (Min: 65000000 UFC/g, Max: 65000000 UFC/g) ;;Préparation fongique | Préparation bactérienne;
MFSC;1180567;BIOSTARTER;;;Matière fertilisante;
MFSC;1180071;H-85 WG;Matière séche (Min: 88.4 %, Max: 88.4 %)  | Matières organiques (Min: 66.7 %, Max: 66.7 %)  | Extrait humique (Min: 60.6 %, Max: 60.6 %)  | Acide humique (Min: 46.6 %, Max: 46.6 %)  | Acides fulviques (Min: 14.0 %, Max: 14.0 %)  | Oxyde de potassium (Min: 19.8 %, Max: 19.8 %)  | pH (Min: 9.7 , Max: 9.7 ) ;;Engrais;
MFSC;1180658;KALIO;Matières organiques (Min: 80.0 %, Max: 80.0 %)  | Matière séche (Min: 90.0 %, Max: 90.0 %)  | Mannose (Min: 5000.0 mg/100 g, Max: 5000.0 mg/100 g) ;;Additif agronomique;
MFSC;1190281;DALCON;Azote (N) total (Min: 2.75 %, Max: 2.75 %)  | Oxyde de potassium total (K2O) soluble dans l'eau (Min: 2.1 %, Max: 2.1 %)  | Fer (Fe) (Min: 2.0 %, Max: 2.0 %)  | Acides aminés libres (Min: 8.0 %, Max: 8.0 %)  | Carbone organique (C) (Min: 20.0 %, Max: 20.0 %)  | pH (Min: 5.0 , Max: 5.0 ) ;;Matière fertilisante;
MFSC;1000011;LALVIGNE MATURE;Matière séche (Min: 50.0 % MB, Max: 50.0 % MB)  | Acides aminés (Min: 10.0 % MB, Max: 10.0 % MB)  | pH (Min: 4.0 ., Max: 4.0 .) ;;Matière fertilisante;
MFSC;1190280;CODAN PLUS;Azote (N) total (Min: 1.9 %, Max: 1.9 %)  | Anhydride phosphorique (Min: 7.0 %, Max: 7.0 %)  | Oxyde de potassium total (K2O) soluble dans l'eau (Min: 9.3 %, Max: 9.3 %)  | Bore (Bo) (Min: 1.0 %, Max: 1.0 %)  | Molybdène (Mo) (Min: 0.1 %, Max: 0.1 %)  | Acides aminés libres (Min: 5.0 %, Max: 5.0 %)  | pH (Min: 7.1 , Max: 7.1 ) ;;Matière fertilisante;
MFSC;1190057;ROOTEX;Matière séche (Min: 95.0 %, Max: 95.0 %)  | Matières organiques (Min: 19.0 %, Max: 19.0 %)  | Extrait humique (Min: 15.0 %, Max: 15.0 %)  | Acide humique (Min: 11.0 %, Max: 11.0 %)  | Acides fulviques (Min: 4.0 %, Max: 4.0 %)  | Azote (N) total (Min: 11.0 %, Max: 11.0 %)  | Azote ammoniacal (Min: 10.0 %, Max: 10.0 %)  | Anhydride phosphorique (Min: 45.0 %, Max: 45.0 %)  | Oxyde de potassium total (K2O) soluble dans l'eau (Min: 7.0 %, Max: 7.0 %)  | pH (Min: 6.1 , Max: 6.1 ) ;;Matière fertilisante;
MFSC;8310209;RHIZOSARB LUZERNE LONGUE DUREE;;;Préparation bactérienne;
MFSC;1180285;HYTB PLUS;Matière séche (Min: 20.0 %, Max: 20.0 %)  | Matières organiques (Min: 7.0 %, Max: 7.0 %)  | Acides aminés libres (Min: 6.0 %, Max: 6.0 %)  | Azote organique (Min: 1.3 %, Max: 1.3 %)  | Anhydride phosphorique (Min: 0.1 %, Max: 0.1 %)  | Oxyde de potassium (Min: 0.7 %, Max: 0.7 %)  | pH (Min: 4.0 , Max: 4.0 ) ;;Matière fertilisante;
MFSC;1180294;DIAMOND BLACK;Matière séche (Min: 18.0 %, Max: 18.0 %)  | Extrait humique (Min: 5.7 %, Max: 5.7 %)  | Acide humique (Min: 4.5 %, Max: 4.5 %)  | Acides fulviques (Min: 1.1 %, Max: 1.1 %)  | Oxyde de potassium (Min: 3.2 %, Max: 3.2 %)  | pH (Min: 8.0 , Max: 8.0 ) ;;Matière fertilisante;
MFSC;1171288;BIOCAT 15;Oxyde de potassium (Min: 4.5 %, Max: 4.5 %)  | Composant humique (Min: 15.0 %, Max: 15.0 %)  | Acide humique (Min: 7.0 %, Max: 7.0 %)  | Acides fulviques (Min: 8.0 %, Max: 8.0 %)  | pH (Min: 13.0 , Max: 13.0 ) ;;Matière fertilisante;
MFSC;1171287;FITOMARE BIO;Acide alginique (Min: 1.5 %, Max: 1.5 %)  | Mannitol (Min: 0.5 %, Max: 0.5 %)  | pH (Min: 10.0 , Max: 10.0 ) ;;Matière fertilisante;
MFSC;1180652;RHIZUM;pH (Min: 6.0 , Max: 6.0 )  | Densité (Min: 1.15 , Max: 1.15 )  | Oxyde de calcium (CaO) (Min: 2.0 %, Max: 2.0 %)  | Oxyde de calcium (CaO) (Min: 1.0 %, Max: 1.0 %)  | Azote total (Min: 2.5 %, Max: 2.5 %)  | Azote organique (Min: 2.5 %, Max: 2.5 %)  | Acides aminés libres (Min: 7.5 %, Max: 7.5 %)  | Matière séche (Min: 32.0 %, Max: 32.0 %) ;;Matière fertilisante;
MFSC;1170009;THIOSPRAY 600;;;Engrais;
MFSC;6160001;SYMBIVIT PRO;;;Matière fertilisante;
MFSC;1190284;CODAFOL MAXIMUS 8-11-3;Azote total (Min: 8.0 %, Max: 8.0 %)  | Anhydride phosphorique (Min: 11.0 %, Max: 11.0 %)  | Oxyde de potassium total (K2O) soluble dans l'eau (Min: 3.0 %, Max: 3.0 %)  | Bore (B) (Min: 0.11 %, Max: 0.11 %)  | Manganèse (Mn) (Min: 0.75 %, Max: 0.75 %)  | Zinc (Zn) (Min: 0.52 %, Max: 0.52 %)  | Acides aminés libres (Min: 8.2 %, Max: 8.2 %)  | pH (Min: 3.2 , Max: 3.2 ) ;;Matière fertilisante;
MFSC;1190372;ACTI NK;Azote (N) total (Min: 9.0 %, Max: 9.0 %)  | Oxyde de potassium total (K2O) soluble dans l'eau (Min: 12.0 %, Max: 12.0 %)  | Acides aminés libres (Min: 68.0 %, Max: 68.0 %) ;;Matière fertilisante;
MFSC;1160002;BASFOLIAR KELP;;;Additif agronomique;
MFSC;1200089;FLOREA;Matière sèche (Min: 41.0 %, Max: 41.0 %)  | Soufre total (SO3)  (Min: 7.1 %, Max: 7.1 %)  | Bore (B) total (Min: 2.0 %, Max: 2.0 %)  | Molybdène (Mo) total (Min: 0.02 %, Max: 0.02 %)  | Oxyde de magnésium (MgO) total (Min: 3.5 %, Max: 3.5 %)  | Filtrat d'algue Ascophyllum nodosum (GA 142) (Min: 30.0 %, Max: 30.0 %) ;Azote (N) total (Min:  , Max:  )  | Mannitol (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1190835;FORTHIAL;Matière séche (Min: 43.1 %, Max: 43.1 %)  | Azote (N) total (Min: 6.2 %, Max: 6.2 %)  | Oxyde de magnésium total (MgO) (Min: 9.0 %, Max: 9.0 %)  | Carbone organique (C) (Min: 0.5 %, Max: 0.5 %)  | pH (Min: 6.5 , Max: 6.5 ) ;Mannitol (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1200093;ZEAL;Matière sèche (Min: 30.0 %, Max: 30.0 %)  | Azote (N) total (Min: 2.4 %, Max: 2.4 %)  | Anhydre phosphorique (P2O5) total (Min: 8.5 %, Max: 8.5 %)  | Zinc (Zn) (Min: 1.98 %, Max: 1.98 %)  | Molybdène (Mo) (Min: 0.02 %, Max: 0.02 %)  | Filtrat d'algue Ascophyllum nodosum (GA 142) (Min: 50.0 %, Max: 50.0 %)  | pH (Min: 4.0 , Max: 4.0 ) ;Mannitol (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1190771;VALOCALC;Matière séche (Min: 80.5 % MB, Max: 80.5 % MB)  | Carbonate de calcium (CaCO3) total (Min: 77.8 % MB, Max: 77.8 % MB)  | Oxyde de calcium (CaO) total (Min: 42.7 % MB, Max: 42.7 % MB)  | Valeur neutralisante (Min: 44.7 , Max: 44.7 )  | Solubilité carbonique (Min: 61.0 %, Max: 61.0 %)  | Finesse de mouture passant à 0,315 mm (Min: 100.0 %, Max: 100.0 %)  | pH (Min: 8.7 , Max: 8.7 ) ;;Amendement basique;
MFSC;1000047;RAYKAT DEVELOPPEMENT;;;Matière fertilisante;
MFSC;1000048;FITOMARE;;;Matière fertilisante;
MFSC;1190798;B SURE;Matière séche (Min: 20.0 %, Max: 20.0 %)  | Matière organique (Min: 16.8 %, Max: 16.8 %)  | Azote (N) total (Min: 1.6 %, Max: 1.6 %)  | Azote ammoniacal (Min: 0.27 %, Max: 0.27 %)  | Acides aminés totaux (Min: 6.0 %, Max: 6.0 %)  | Protéines (Min: 10.0 %, Max: 10.0 %) ;;Matière fertilisante;
MFSC;9910002;INOCULUM FORCE 48 NPPL;Bradyrhizobium japonicum souche G 49  (Min: 1.0 10^9 germes/g, Max: 1.0 10^9 germes/g) ;;Préparation bactérienne;
MFSC;1180249;VITALIANZ R LUZERNE;;;Préparation bactérienne;
MFSC;1190289;ZEAMAX;;;Matière fertilisante;
MFSC;1190710;REZIST CEREALES;Matière séche (Min: 0.15 %, Max: 0.15 %)  | Anhydride sulfurique (SO3) total soluble dans l'eau (Min: 0.0034 %, Max: 0.0034 %)  | Fer (Fe) total (Min: 0.000050 %, Max: 0.000050 %)  | Zinc (Zn) (Min: 0.00067 %, Max: 0.00067 %)  | Cuivre (Cu) total (Min: 0.000036 %, Max: 0.000036 %)  | Manganèse (Mn) total (Min: 0.000010 %, Max: 0.000010 %)  | Cobalt (Min: 0.0000029 %, Max: 0.0000029 %)  | Bore (B) total (Min: 0.00038 %, Max: 0.00038 %)  | Molybdène (Mo) (Min: 0.0000030 %, Max: 0.0000030 %)  | Oxyde de magnésium total (MgO) (Min: 0.0093 %, Max: 0.0093 %)  | Carbone organique (C) (Min: 0.07 %, Max: 0.07 %)  | pH (Min: 2.6 , Max: 2.6 ) ;Silice (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1190421;ASTELIS PERFIL;Azote (N) total (Min: 13.0 %, Max: 13.0 %)  | pH (Min: 9.1 %, Max: 9.1 %)  | Oxyde de Potassium (K2O) total (Min: 5.0 %, Max: 5.0 %) ;Carbone organique (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1190126;ACTIV'NUTRITION PRAIRIE VERTE;Matière séche (Min: 0.3 %, Max: 0.3 %)  | Anhydride sulfurique SO3 (Min: 0.0043 %, Max: 0.0043 %)  | Fer (Fe) total (Min: 0.0030 %, Max: 0.0030 %)  | Zinc (Zn) (Min: 0.000080 %, Max: 0.000080 %)  | Cuivre (Cu) total (Min: 0.000080 %, Max: 0.000080 %)  | Manganèse (Mn) total (Min: 0.00020 %, Max: 0.00020 %)  | Cobalt (Min: 0.0000080 %, Max: 0.0000080 %)  | Bore (B) total (Min: 0.00042 %, Max: 0.00042 %)  | Molybdène (Mo) (Min: 0.000020 %, Max: 0.000020 %)  | Oxyde de magnésium total (MgO) (Min: 0.0078 %, Max: 0.0078 %)  | Carbone organique (C) (Min: 0.04 %, Max: 0.04 %) ;Silice (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1190286;NUTRI ONE LIQUIDE;Anhydride phosphorique (Min: 5.0 %, Max: 5.0 %)  | Carbone organique (C) (Min: 4.5 %, Max: 4.5 %)  | Fer chélaté (Min: 0.1 %, Max: 0.1 %)  | Manganèse chélaté (Min: 0.03 %, Max: 0.03 %)  | Zinc chélaté (Min: 0.04 %, Max: 0.04 %)  | pH (Min: 6.5 , Max: 6.5 )  | Densité (Min: 1.24 , Max: 1.24 )  | Oxyde de potassium (K2O)  (Min: 7.5 %, Max: 7.5 %)  | Azote (N) total (Min: 5.5 %, Max: 5.5 %) ;;Matière fertilisante;
MFSC;1150003;QUALIBRA PRO;Tension superficielle (Min: 43.4 mN/m, Max: 43.4 mN/m)  | Matière sèche (Min: 94.1 % MB, Max: 94.1 % MB)  | Masse volumique (Min: 1.05 kg/L , Max: 1.05 kg/L )  | pH (Min: 8.5 %, Max: 8.5 %) ;;Rétenteur d'eau;
MFSC;1190082;FERTILEADER ALTIS;Fer (Fe) (Min: 5.0 %, Max: 5.0 %)  | Manganèse (Mn) (Min: 1.0 %, Max: 1.0 %)  | pH (Min: 5.0 , Max: 5.0 ) ;;Matière fertilisante;
MFSC;1190081;FERTILEADER AZUR;Oxyde de calcium (CaO) (Min: 15.0 %, Max: 15.0 %) ;;Matière fertilisante;
MFSC;1190714;FERTILEADER MAGNUM;Azote (N) total (Min: 7.0 %, Max: 7.0 %)  | Oxyde de magnésium (MgO) (Min: 9.0 %, Max: 9.0 %)  | pH (Min: 4.5 , Max: 4.5 ) ;Carbone organique total (Min:  , Max:  )  | Activité cytokinique (Min:  , Max:  )  | Glycine bétaïne (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1160071;FERTILEADER AXIS;;;Matière fertilisante;
MFSC;1200382;NUTRIVERT STYMUL;pH (Min: 4.0 , Max: 4.0 )  | Azote total (Min: 5.0 %, Max: 5.0 %)  | Azote organique (Min: 5.0 %, Max: 5.0 %)  | Acides aminés et peptides totaux (Min: 30.0 %, Max: 30.0 %)  | Matière séche (Min: 49.0 %, Max: 49.0 %) ;;Matière fertilisante | Matière fertilisante;
MFSC;1190516;FERTILEADER OPAL;Manganèse (Mn) (Min: 4.8 %, Max: 4.8 %)  | Zinc (Zn) (Min: 3.5 %, Max: 3.5 %) ;Carbone organique total (Min:  , Max:  )  | Activité cytokinique (Min:  , Max:  )  | Glycine bétaïne (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1160078;FERTILEADER TONIC;;;Matière fertilisante;
MFSC;1160073;FERTILEADER TRIO;;;Matière fertilisante;
MFSC;1160077;FERTILEADER VITAL;;;Matière fertilisante;
MFSC;1160079;FERTILEADER VITI;;;Matière fertilisante;
MFSC;1200294;PLANTBOOST;Matière sèche (Min: 12.7 %, Max: 12.7 %)  | Matière organique (Min: 11.0 %, Max: 11.0 %)  | Azote organique (Min: 1.2 %, Max: 1.2 %)  | Anhydride phosphorique (Min: 0.7 %, Max: 0.7 %) ;pH (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1190630;VG PROTEC;Trichoderma harzianum souche B97 (Min: 1000000.0 UFC/g, Max: 1000000.0 UFC/g)  | Maltodextrine (Min: 99.6 %, Max: 99.6 %)  | Bacillus methylotrophicus B25 (Min: 100000000 UFC/g, Max: 100000000 UFC/g) ;;Préparation bactérienne;
MFSC;6180410;HUMI INSIDE;pH (Min: 0.0 , Max: 0.0 )  | Acide humique (Min: 7.0 %, Max: 30.0 %)  | Extrait humique total (origine léonardite + lignosulfonate de sodium) (Min: 15.0 %, Max: 75.0 %) ;;Matière fertilisante;
MFSC;1180552;REGULCO;Dicyandiamide (Min: 30.0 % MB, Max: 30.0 % MB)  | Matière séche (Min: 30.0 % MB, Max: 30.0 % MB) ;;Matière fertilisante;
MFSC;1180192;MICROMIX;Pseudomonas fluorescens (Min: 50000000 UFC/g, Max: 50000000 UFC/g)  | Maltodextrine (Min: 98.0 % MB, Max: 98.0 % MB)  | Pseudomonas fulva (Min: 50000000 UFC/g, Max: 50000000 UFC/g) ;;Préparation bactérienne;
MFSC;1180760;ARYBIOST HYBRIDES;Carbone organique (C) (Min: 0.8 % MB, Max: 0.8 % MB)  | pH (Min: 14.0 , Max: 14.0 )  | Extraits ligno-cellulosiques SHB (Min: 3.0 % MB, Max: 3.0 % MB)  | Matière séche (Min: 10.0 % MB, Max: 10.0 % MB) ;;Matière fertilisante;
MFSC;1190422;BASFOLIAR PLANTAE BIO;Matière séche (Min: 57.0 %, Max: 57.0 %)  | Azote (N) total (Min: 1.5 %, Max: 1.5 %)  | Azote organique (Min: 1.5 %, Max: 1.5 %)  | Oxyde de potassium total (K2O) soluble dans l'eau (Min: 6.0 %, Max: 6.0 %)  | Carbone organique (C) (Min: 10.0 %, Max: 10.0 %)  | Glycine bétaïne (Min: 5.0 %, Max: 5.0 %)  | pH (Min: 7.2 , Max: 7.2 ) ;;Matière fertilisante;
MFSC;1180056;LALVIGNE AROMA;Matière séche (Min: 93.5 % MB, Max: 93.5 % MB)  | Acides aminés libres (Min: 33.0 % MB, Max: 33.0 % MB)  | pH (Min: 6.2 , Max: 6.2 ) ;;Matière fertilisante;
MFSC;1150013;FLORANID NATUR;;;Engrais organo-minéraux;
MFSC;1170078;TRIFENDER WP;;;;
MFSC;1200439;APPETIZER;Filtrat d'algue Ascophyllum nodosum (GA 142) (Min: 93.0 %, Max: 93.0 %)  | Manganèse (Mn) soluble dans l'eau (Min: 1.0 %, Max: 1.0 %)  | Zinc (Zn) soluble dans l'eau (Min: 1.0 %, Max: 1.0 %)  | pH (Min: 2.5 , Max: 2.5 ) ;Mannitol (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1180366;ENGRAIS GAZON LONGUE DUREE;Matière séche (Min: 94.0 %, Max: 94.0 %)  | Matières organiques (Min: 60.0 %, Max: 60.0 %)  | Azote total (Min: 7.0 %, Max: 7.0 %)  | Anhydride phosphorique (Min: 3.0 %, Max: 3.0 %)  | Oxyde de potassium (Min: 10.0 %, Max: 10.0 %)  | Bacillus amyloliquefaciens FZB 42 (Min: 10000.0 UFC/g, Max: 10000.0 UFC/g) ;;Matière fertilisante;
MFSC;1180642;BIO-PRESS;Matière séche (Min: 62.0 %, Max: 62.0 %)  | Matières organiques (Min: 67.5 %, Max: 37.5 %)  | Azote total (Min: 2.2 %, Max: 2.2 %)  | Azote organique (Min: 2.2 %, Max: 2.2 %)  | Oxyde de potassium (K2O)  (Min: 7.0 %, Max: 7.0 %)  | pH (Min: 6.5 , Max: 6.5 ) ;;Matière fertilisante;
MFSC;1180641;MO NUTRITION;Matière séche (Min: 96.0 %, Max: 96.0 %)  | Matières organiques (Min: 25.0 %, Max: 25.0 %)  | Azote total (Min: 5.0 %, Max: 5.0 %)  | Anhydride phosphorique (Min: 5.0 %, Max: 5.0 %)  | Oxyde de potassium (K2O)  (Min: 20.0 %, Max: 20.0 %)  | Oxyde de magnésium (MgO) (Min: 3.0 %, Max: 3.0 %) ;;Matière fertilisante;
MFSC;1171278;MICROCAT MIX;Oxyde de magnésium (Min: 2.0 %, Max: 2.0 %)  | Fer (Fe) total (Min: 3.2 %, Max: 3.2 %)  | Zinc (Zn) (Min: 1.2 %, Max: 1.2 %)  | Manganèse (Mn) total (Min: 0.8 %, Max: 0.8 %)  | Bore (B) total (Min: 0.2 %, Max: 0.2 %)  | Acides aminés libres (Min: 2.0 %, Max: 2.0 %)  | Azote total (Min: 3.0 %, Max: 3.0 %)  | Azote organique (Min: 0.7 %, Max: 0.7 %)  | Azote nitrique (Min: 2.3 %, Max: 2.3 %)  | pH (Min: 2.5 , Max: 2.5 ) ;;Matière fertilisante;
MFSC;1200253;ECOFERT;Matière sèche (Min: 7.6 %, Max: 7.6 %)  | Carbone organique (C) (Min: 0.2 %, Max: 0.2 %)  | Mannitol (Min: 0.7 %, Max: 0.7 %)  | Manganèse (Mn) (Min: 1.0 %, Max: 1.0 %)  | Zinc (Zn) (Min: 1.0 %, Max: 1.0 %)  | Filtrat d'algue Ascophyllum nodosum (GA 142) (Min: 50.0 %, Max: 50.0 %)  | pH (Min: 2.5 , Max: 2.5 ) ;;Matière fertilisante;
MFSC;1171088;CARPOES;Trichoderma harzianum souche CNCM I-4013 (Min: 50000000 UFC/g, Max: 50000000 UFC/g) ;;Préparation fongique;
MFSC;1190121;BASFOLIAR AVANT NATUR;Matière séche (Min: 42.0 %, Max: 42.0 %)  | Acides aminés libres (Min: 10.3 %, Max: 10.3 %)  | Azote total (Min: 5.5 %, Max: 5.5 %)  | pH (Min: 4.5 , Max: 4.5 ) ;;Additif agronomique | Matière fertilisante;
MFSC;1000030;E4CDX2;;;Matière fertilisante;
MFSC;1150012;AGROSIL LR2;;;Matière fertilisante;
MFSC;1190797;DYONIFER;pH (Min: 7.0 , Max: 7.0 )  | Matière séche (Min: 34.2 %, Max: 34.2 %)  | Fer (Fe) Chélaté EDTA (Min: 4.3 %, Max: 4.3 %)  | Carbone organique (CO) total (Min: 10.0 %, Max: 10.0 %) ;Mannitol (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1200091;OREADE;Matière sèche (Min: 47.5 %, Max: 47.5 %)  | Bore (B) (Min: 8.3 %, Max: 8.3 %)  | Molybdène (Mo) (Min: 0.52 %, Max: 0.52 %)  | Filtrat d'algue Ascophyllum nodosum (GA 142) (Min: 15.0 %, Max: 15.0 %)  | pH (Min: 7.6 , Max: 7.6 ) ;Mannitol (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1190169;LRPP;Azote organique (Min: 5.0 %, Max: 5.0 %)  | Acides aminés et peptides totaux (Min: 30.0 %, Max: 30.0 %)  | Azote total (Min: 5.0 %, Max: 5.0 %)  | Matière séche (Min: 49.0 %, Max: 49.0 %)  | pH (Min: 4.0 , Max: 4.0 ) ;;Matière fertilisante | Matière fertilisante;
MFSC;1170589;FLAV'IN;Matière séche (Min: 62.0 % MB, Max: 62.0 % MB)  | Matières organiques (Min: 57.0 % MB, Max: 57.0 % MB)  | N total (Min: 7.0 % MB, Max: 7.0 % MB)  | P2O5 total (Min: 2.3 % MB, Max: 2.3 % MB)  | K2O total (Min: 1.5 % MB, Max: 1.5 % MB)  | Glycine bétaïne (Min: 19.4 % MB, Max: 19.4 % MB) ;;Matière fertilisante;
MFSC;1180618;SVL-213;Matière séche (Min: 51.4 % MB, Max: 51.4 % MB)  | Acide g-aminobutyrique (ou GABA) (Min: 1.1 % MB, Max: 1.1 % MB)  | Acide glutamique (Min: 1.3 % MB, Max: 1.3 % MB)  | Sucres solubles (Min: 13.0 % MB, Max: 13.0 % MB)  | pH (Min: 2.5 , Max: 2.5 ) ;Bore (Min:  , Max:  )  | Fer (Min:  , Max:  )  | Molybdène (Min:  , Max:  )  | Manganèse (Min:  , Max:  )  | Zinc (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1190087;PHYSALG 15-10;Anhydride phosphorique (P2O5) soluble dans les acides minéraux (Min: 15.0 %, Max: 15.0 %)  | Oxyde de potassium total (K2O) soluble dans l'eau (Min: 10.0 %, Max: 10.0 %)  | Oxyde de calcium (CaO) total (Min: 34.0 %, Max: 34.0 %)  | Valeur neutralisante (Min: 22.0 , Max: 22.0 )  | pH (Min: 8.5 , Max: 8.5 ) ;Carbone organique total (Min:  , Max:  )  | Mannitol (Min:  , Max:  )  | Glycine bétaïne (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1200286;PHYSIOLITH POUDRE;Oxyde de Calcium (CaO) total* (Min: 40.0 %, Max: 40.0 %)  | Oxyde de Magnésium (MgO) total* (Min: 1.0 %, Max: 1.0 %)  | Valeur neutralisante (Min: 0.0  , Max: 0.0  )  | ph (Min: 9.0 , Max: 9.0 )  | Extrait d'algues et extrait végétaux (Min: 1.5 %, Max: 1.5 %) ;Granulométrie (Min:  , Max:  )  | Mannitol (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1200556;BIOFIXIN-S;Bradyrhizobium japonicum (Min: 4000000000 UFC/g, Max: 4000000000 UFC/g) ;;Préparation bactérienne;
MFSC;1100006;AMU LITIERE&SOL;;;Matière fertilisante;
MFSC;9810025;ALLEVIATE;; Tension superficielle (Min: 23.0 mN/m, Max: 23.0 mN/m) ;Conditionneur de sol;
MFSC;1140014;NUTRIX;Trichoderma harzianum souche CNCM I-4013 (Min: 0.05 kg/100 kg MB, Max: 0.05 kg/100 kg MB)  | Pseudomonas fluorescens souche B177 (Min: 19.95 kg/100 kg MB, Max: 19.95 kg/100 kg MB)  | Maltodextrine (Min: 80.0 kg/100 kg MB, Max: 80.0 kg/100 kg MB) ;Teneur en bactérie (en 10^8) (Min: 1.0 UFC/g, Max: 1.0 UFC/g) ;Matière fertilisante;
MFSC;1190494;THYL121L;Pseudomonas fluorescens souche B177 (Min: 1000000.0 UFC/g, Max: 1000000.0 UFC/g) ;;Préparation bactérienne;
MFSC;1190221;ARYBIOST CEREALES;Carbone organique (C) (Min: 0.8 % MB, Max: 0.8 % MB)  | Extraits ligno-cellulosiques SHB (Min: 3.0 % MB, Max: 3.0 % MB)  | pH (Min: 14.0 , Max: 14.0 )  | Matière séche (Min: 10.0 % MB, Max: 10.0 % MB) ;;Matière fertilisante;
MFSC;1170074;AVAIL;Matière séche (Min: 40.6 % MB, Max: 40.6 % MB)  | pH (Min: 7.6 , Max: 7.6 )  | Copolymère maléique-itaconique (Min: 41.0 % m / m, Max: 41.0 % m / m) ;;Matière fertilisante;
MFSC;1170075;AGRHO NH4 PROTECT;Matière séche (Min: 30.0 % MB, Max: 30.0 % MB)  | Dicyandiamide (Min: 30.0 % MB, Max: 30.0 % MB) ;;Matière fertilisante;
MFSC;1170710;GREPC1;Matière séche (Min: 93.0 % MB, Max: 93.0 % MB)  | P2O5 total (Min: 17.0 % MB, Max: 17.0 % MB)  | P2O5 soluble eau (Min: 16.5 % MB, Max: 16.5 % MB)  | SO3 soluble eau (Min: 31.0 % MB, Max: 31.0 % MB) ;;Matière fertilisante;
MFSC;1170288;AGRHO GSB 30;Matière séche (Min: 91.5 % MB, Max: 91.5 % MB)  | Hydroxypropyl guar hydroxypropyltrimonium chloride (Min: 88.7 % MB, Max: 88.7 % MB) ;;Matière fertilisante;
MFSC;1190426;BASEOS LIQ ENDO;Rhizophagus irregularis souche DAOM 197198 (Min: 1.0 %, Max: 1.0 %)  | Streptomyces beta vulgaris Souche B11 (I-3639) (Min: 1000000000 UFC/g, Max: 1000000000 UFC/g)  | Burkholderia sp. Souche AGN02 (I-4360) (Min: 1000000000 UFC/g, Max: 1000000000 UFC/g)  | Bacillus megaterium Souche AGN01 (I-4466) (Min: 1000000000 UFC/g, Max: 1000000000 UFC/g) ;;Préparation bactérienne | Préparation fongique | Additif agronomique;
MFSC;1180062;PHYLGREEN;Acide alginique (Min: 2.0 %, Max: 2.0 %)  | Mannitol (Min: 1.2 %, Max: 1.2 %)  | pH (Min: 4.5 , Max: 4.5 ) ;;Additif agronomique | Matière fertilisante;
MFSC;6010026;ENTEC NP;;;;
PRODUIT-MIXTE;2150968;FLORANID GAZON DESHERBANT PRO;;;Herbicide | Engrais;
PRODUIT-MIXTE;9600246;BHJ ENGRAIS GAZON + ANTIMOUSSE LONGUE DUREE;;;Herbicide | Engrais;
PRODUIT-MIXTE;2140202;PLANTTRUST;;;Fongicide | Engrais NPK organo-minéral;
PRODUIT-MIXTE;8600380;ANTI MOUSSE DU GAZON + ENGRAIS SEM;;;Herbicide | Engrais;
PRODUIT-MIXTE;9500381;METAXOR ENGRAIS DESHERBANT GAZON;;;Herbicide;
PRODUIT-MIXTE;8920634;ANTIMOUSSE GAZON;;;Herbicide | Destruct. Mousses;
PRODUIT-MIXTE;2020001;ENGRAIS REPULSIF TAUPE DELETREX;;;Taupicide;
PRODUIT-MIXTE;8820359;ANTIMOUSSE ENGRAIS GAZON LE JARDINIER NATUREL;;;Herbicide | Engrais;
PRODUIT-MIXTE;2130125;ERADIKAMOUSSE F+;;;Herbicide;
PRODUIT-MIXTE;2130127;FLORANID GAZON ANTIMOUSSE;;;Herbicide;
PRODUIT-MIXTE;2090030;AXORIS B;;;Insecticide;
PRODUIT-MIXTE;2090031;AXORIS G;;;Insecticide;
PRODUIT-MIXTE;8920639;ENGRAIS GAZON ANTI MOUSSE;;;ND;
PRODUIT-MIXTE;9120277;ENGRAIS ANTI-MOUSSE DU GAZON VILMORIN;;;Herbicide | Engrais;
